Review,Sentiments,Aspects,Aspects With Value,Extra Tag
fm receiver  it has none ,negative,receiver,receiver[-2],
cheap construction  they should have made the player out of hard plastic and put some rubber on the corners ,negative,construction,construction[-2],
the player feels very delicate  as if i m holding an actual hard drive ,negative,feel,feel[-1],
as a portable player  it should feel a bit more durable ,negative,feel,feel[-1],
the songs do nt play one after another like on a cd ,negative,play,play[-2],
software  the software is crap ,negative,software,software[-3],
i use it for ripping cds  which it does a pretty good job of ,positive,cd,cd[+2],
otherwise  it is difficult to figure out and awkward ,negative,software,software[-3],[p]
even after reading some of the instructions  it s still hard to figure out ,negative,instruction,instruction[-1],
no line out jack  as i said  there is none ,negative,jack,jack[-1],
it sounds decent  but i would estimate you get maybe 80  of the quality that you would from a true line out jack ,negative,jack,jack[-1],
controls are a bit awkward ,negative,control,control[-2],
it was nt as easy to fast forward or pause a song than it was with a regular walkman ,negative,control,control[-2],[u]
crappy headphones ,negative,headphone,headphone[-3],
the included earbuds were uncomfortable ,negative,earbud,earbud[-2],
difficult navigation  i wo nt necessarily say  difficult   but i do nt enjoy the scrollwheel to navigate ,negative,navigation,navigation[-3],
it is a bit cumbersome  and i can t get to the songs i want as quickly ,negative,navigation,navigation[-2],
i think this is it s biggest flaw ,negative,navigation,navigation[-3],[p]
up  down  left  and right would have given me better control ,negative,control,control[-1],
if you hold down the scroll wheel too long  which is common if you have a lot of songs to sort through   it will get  stuck  rapidly going through the songs and wo nt stop until several seconds after you let your finger off of it ,negative,wheel,wheel[-2],
it would have been much nicer if it had a window so you could see the screen  and if the button did nt cover up the ac jack ,negative,case,case[-1],
as it stands now  the case is pretty useless unless you re packing the player up for travel  or if you load up all your songs beforehand ,negative,case,case[-3],
overall  i feel that it s a decent buy  and am happy that i own it ,positive,player,player[+2],[p]
i am willing to overlook it s problems to get superior sound quality and low price  although i feel the player has a lot of room for improvement ,positive,"sound, price, player","sound[+2], price[+2], player[-1]",
for the price and size and features  you can t beat the price ,positive,price,price[+2],
the buttons and interface are very easy to use ,positive,"button, interface","button[+3], interface[+3]",
simple click buttons  back buttons volume and display are very easy to read  access and use ,positive,"buttons, display","buttons[+3], display[+2]",
but the major problem i had was with the software ,negative,software,software[-2],
the instructions that come with it do nt explain how to make things simple ,negative,instruction,instruction[-2],
the quick sync is nt any good becuase it either needs to be configured properly or just is nt very useful ,negative,sync,sync[-2],
i tried to make sense of the file transfer program and just got more confused ,negative,transfer,transfer[-2],
with this mp3 player you get much more memory for much less than an ipod ,positive,player,player[+2],
i have found that the interface on the nomad is very easy to use if you have a basic knowledge of a computer ,positive,interface,interface[+3],
i have had no problem whatsoever with this product ,positive,product,product[+2],
the software installed flawlessly and without any problems on my windows 2k machine ,positive,software,software[+2],
the headphones are nt the best  but you can really expect much out of the small headphones you insert in the ear cavity ,negative,headphone,headphone[-1],
the battery life seems good  takes very lttle time to charge  it uploads mp3s quickly and there is no delay between songs ,positive,life,life[+2],
took me a few tries to get use to the navigation  but it s a very user friendly player imo ,positive,navigation,navigation[+2],
i have nt messed with the firmware at all  the player worked perfect for me right out of the box ,positive,player,player[+2],
allinall  this is another excellent creative product ,positive,product,product[+2],
it s small  light and nice looking and the display is decent as well ,positive,"size, weight, look, display","size[+1], weight[+1], look[+2], display[+2]","[u], [u]"
i would recommend this product to anyone ,positive,product,product[+2],
before asking for the zen xtra specifically for christmas i researched many different mp3 players but finally decided on this one  and now that i have it i could nt be happier and i m convinced it s the best one out there ,positive,player,player[+3],
many people have written about the software being its one downfall  personally i have nt had a single problem with the software  i m running windows me ,positive,software,software[+2],
the cd ripping to mp3 is so easy  and you can even rip the cd directly to the mp3 player  so it wo nt take up space on your pc hard drive ,positive,rip,rip[+3],
the software runs smooth  it s nice to look at  it s very organized  easy to follow and makes things very simple ,positive,software,software[+2],
the controls on the player are very simple  no need for a manual ,positive,control,control[+2],
the player is fast and sounds great  it also has many options like slowing or speeding up the music  or making it sound like you re hearing the music in a huge auditorium ,positive,"player, sound","player[+2], sound[+3]",
the battery lasts very long when playing music  but writing files to the player drains the battery fast  so you need to have it plugged into an outlet when sending files ,positive,battery,battery[+2],
playlists can be made on the fly  without aid of a computer  and you can use play modes like shuffle and repeat for your  now playing  selections or playlists ,positive,playlist,playlist[+2],
the software could nt be better and the mp3 player works like a dream  i could nt give this anything but a 5  i wish there was a 6 ,positive,"software, player","software[+3], player[+3]",
it is an extremely cool gizmo ,positive,player,player[+3],[p]
the navigation is nice enough  but scrolling and searching through thousands of tracks  hundreds of albums or artists  or even dozens of genres is not conducive to save driving ,neutral,"navigation, scroll","navigation[+2], scroll[-2]",
creating playlists using the included software to minimize issue 3 was nt as easy as i would have liked ,negative,playlist,playlist[-2],
my only significant complaint is sound quality ,negative,quality,quality[-2],
the eax sound enhancement feature did nt do enough for me and the custom eq was a limited 5 band eq ,negative,eax,eax[-2],
i was unable achieve a sound quality on par with my simple portable cd player with  bass boost  ,negative,quality,quality[-2],
well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket ,positive,product,product[+3],
well surely this is a product that i recommend someone in getting rather than any other mp3 player  at that size and the price  ,positive,product,product[+2],
well just one con  its not really plug and play at first i mean its very confusing to start the program but one you do it  it will be a breeze ,negative,program,program[-2],
not only is it more affordable  but its a better player for windows  which is what i have ,positive,"price, player","price[+2], player[+2]",[u]
it hasnt gone below the second notch  i charge mine whenever i m at home and not using it   so the battery life seems fine  so far ,positive,life,life[+2],
my only complaint would be that you need id3 tags  that takes a while to do if your mp3 files do nt have them ,negative,tag,tag[-2],
oh  and file transfers are fast  easy ,positive,transfer,transfer[+2],
a little weighty  9 ounces  no biggie   but otherwise fine ,negative,weight,weight[-1],
it s easy ,positive,wheel,wheel[+1],
the buttons are easy to use  and its easy to navigate ,positive,button,button[+2],
the big backlight makes things easy to see  and the writing is big enough for people to see ,positive,backlight,backlight[+2],
my favorite thing about the nomad is the eax feature ,positive,eax,eax[+2],
its really cool ,positive,eax,eax[+3],[p]
sound quality is amazing i was expecting worse  but its really good  especially if your files have good sound quality  ,positive,quality,quality[+3],
you can also slow a song down  speed it up  which is cool too ,positive,speed,speed[+3],
but the earbuds suck ,negative,earbud,earbud[-3],
i forgot  the case does nt fit ,negative,case,case[-2],
my case doesnt close  maybe mine was just faulty  but the case isnt that great ,negative,case,case[-2],
also  you can store data on it  which is a plus for all you people who want to buy an ipod just to say you have an ipod  do nt bother  this is a much better buy ,positive,storage,storage[+2],[u]
first i ll start off by saying that this players hardware is pretty good  ,positive,hardware,hardware[+2],
the sound is indeed excellent and the form factore is not bad  but still rather larger than i had expected   ,positive,"sound, size","sound[+3], size[-1]",[u]
what really made this a mediocre mp3 player for me was the software ,negative,software,software[-2],
bookmarks for example  are an excellent feature  but not on this player  ,negative,bookmark,bookmark[-2],
rather than creating a directory for bookmarks to be found in one area  the user must actually find the track where the bookmark was made  ,negative,bookmakr,bookmakr[-2],
this makes no sense and sort of defeats the purpose of audio bookmarks  ,negative,bookmark,bookmark[-2],
the dynamic playlists   now playing   i belive creative calls it  feels very awkward at times and some menus simply take to long to get to and operate  ,negative,playlist,playlist[-3],
while the ease of use was very impressive  i was put off by the price  about  130 more than what i paid amazon for this player ,positive,price,price[+2],[u]
i have had the nomad jukebox for about three weeks now  and i am very happy with it ,positive,nomad,nomad[+3],
it s only slightly heavier than the ipod  and has a longer battery life ,neutral,"weight, life","weight[-1], life[+1]",[u]
the storage capacity is great for me ,positive,capacity,capacity[+2],
the controls are somewhat harder to use than the ipod  but i have gotten use to them  and even at the beginning did not think would justify the huge difference in price ,negative,control,control[-1],
loading cds was somewhat timeconsuming  but i think it would have been with the ipod as well ,negative,load,load[-1],[u]
my only reservations about this product concern the tagging process and the way it interacts with the software ,negative,"tag, software","tag[-1], software[-1]",
other tagging problems result  i think  from the nomad s operating system ,negative,tag,tag[-2],
also  i can t understand why the software does not ignore  the  when it lists the cds in alphabetical order ,negative,software,software[-2],
finally  making playlists from the computer can be complicated because the tracks are listed individually  and are organized by cd  which are not listed but are organized in alphabetical order ,negative,playlist,playlist[-2],
the bottom line for me is that i am very happy with this product ,positive,product,product[+3],[p]
a lot of people complain about the creative software  but i actually find creative mediasource organizer to have some strengths over itunes ,positive,software,software[+2],
first  the zen lets you sync to more than one computer ,positive,sync,sync[+1],
the zen is an outstanding way to shuttle music between sources  you can t do this on the ipod  except for a cumbersome workaround using the ipod as a hard drive instead of a player  ,positive,shuttle,shuttle[+3],
second  the  automatic  sync on creative lets you review the songs before it begins its transfer ,positive,sync,sync[+1],
the zen serves as a backup device as well as a player ,positive,player,player[+2],
third  creative software allows you to keep two windows open to look at both the content on the player and the computer ,positive,software,software[+1],
only thing missing from creative is a cd burner ,negative,burner,burner[-2],
for those of us that like to tinker  i think creative offers some advantages ,positive,creative,creative[+2],
zen allows you to scroll up and down the song list selected on the player ,positive,scroll,scroll[+1],
it also lets you remove songs from the play order ,positive,remove,remove[+1],
if you bring up an album  but absolutely hate some of the tracks  the zen will allow you to delete that from the playing order ,positive,delete,delete[+1],
its ability to serve as a backup for my music collection is a huge plus,positive,zen,zen[+3],[p]
i got this thing for christmas and i have been very happy with it ever since ,positive,thing,thing[+3],[p]
the only thing i would complain about the zen xtra is that the controls are nt as easy as the ipod s  or as  sexy  looking ,negative,"control, look","control[-2], look[-2]",
the software is quick  easy to use  i found the entire process very easily mastered ,positive,software,software[+3],
as mentioned in other reviews the headphones are useless and need to be replaced right away ,negative,headphone,headphone[-3],
the unit works great with my cassette adapter for my car  is also easily worked without taking your eyes off the road ,positive,unit,unit[+2],
overall it is a great unit  hopefully creative labs or some other vendor will soon come out with some accessories for it ,positive,unit,unit[+2],
this did nt bother me too much because it s still a decent size ,positive,size,size[+1],
it comes with a good case that fits it snuggly ,positive,case,case[+2],
the front cover  which you remove to take out the battery  feels flimsy but when snapped on  the device still feels pretty solid ,negative,cover,cover[-1],
extremely convenient ,positive,software,software[+3],[u]
great price ,positive,price,price[+2],
i thought the software was decent enough  it was nt complicated to learn at all ,positive,software,software[+2],
the scroll button is sort of annoying to push  a nice button would be nicer but eh  not a big deal ,negative,scroll,scroll[-1],
it is slightly larger than an ipod  no doubt about it ,negative,size,size[-1],[u]
i m really happy with this purchase ,positive,player,player[+3],[p]
i would have liked to have given it 4 12 stars docking that 12 star only for the size ,negative,size,size[-1],
now heres the stuff you should know starting with the good things  the screen is really big and the blue light in the back is perfect  fast as hell in music transfer  controls are easy to use after mastering the scroll button  great sound and ive heard many mp3 players  a ton of different equilizer type deals on here ,positive,"screen, equilizer","screen[+3], equilizer[+2]",
there are a couple things i didnt like though but nothing serious  a little larger than other mp3s but still light  the software takes some time to get used to  maybe 1015 mins   and this thing would definitely be destroyed with one fall ,negative,"size, weight, software","size[-1], weight[+1], software[-1]",[u]
but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything ,positive,case,case[+1],
ive seen em all  the archos  dell  ipods  everything  good price and great sound makes this one the best in my opinion ,positive,"price, sound","price[+2], sound[+2]",
its far heavier and much larger which might not seem to matter except if you use it while running or keep it in your pocket ,negative,"weight, size","weight[-2], size[-2]","[u], [u]"
its far more difficult to select songs and has no easy to use on the fly playlist creation such as the new ipod not to mention it does nt sinc with contact lists  phone numbers  address books  ect like the ipod  which eliminated my need for any kind of palm device  ,negative,playlist,playlist[-2],
it also has unproven battery life ,negative,life,life[-2],
finally the software used to put all the songs into it is vastly inferior to itunes on two levels  first it is poorly integrated into the overall player and clunky to use especially with tagging and second the wma audio format sucks  flat out sucks in terms of sound quality compared with the vastly superior aac format the apple ipod uses and it sticks you with one of the sub par paid music services such as napster instead of allowing to use the itunes store  which  if you ever plan to pay for your music  is by far the best ,negative,software,software[-3],
 price and capacity,positive,"price, capacity","price[+2], capacity[+2]",
 slicklooking design and improved interface,positive,"design, interface","design[+2], interface[+1]",
 removable battery,positive,battery,battery[+1],
 protective case completely useless as is since it obscures display window ,negative,case,case[-3],
 scroll button more cumbersome than on earlier models ,negative,scroll,scroll[-2],
 eax equalizer accentuates dimished quality of mp3 files ,negative,eax,eax[-2],
 does not provide enough volume when connected to larger headphones  or external receivers  car radio ,negative,volume,volume[-2],
 software is absolutely terrible ,negative,software,software[-3],
  will not automatically transfer songs with identical titles  if you have live albums or greatest hits albums  this will cause you inordinate frustration ,negative,transfer,transfer[-2],
  does not recognize player at random times  despite being connected and displaying player s library ,negative,recognition,recognition[-1],
  too difficult to change genre  album  track information for large number of tracks ,negative,change,change[-2],
  you ll be changing track information a lot because the cd database information utilized by the software is mediocre at best ,negative,software,software[-1],
a good player at a great price with terrible software that makes ripping and transferring way more difficult than it should be ,negative,"player, software, rip, transfer","player[+2], software[-2], rip[-2], transfer[-2]",
despite its being slightly larger than the ipod  i must say i was surprised to see how small it was when i unwrapped the box ,positive,size,size[+1],[u]
i am ripping my cd collection into 160 kbps wma files  this gives an average of around 6065 mb per cd  good for about 900 cds in the  57000 mb of free memory available to me ,positive,rip,rip[+2],
file transfers are fast  nearly a song per second via usb 20 ,positive,transfter,transfter[+2],
my one issue with the mediasource software is that  despite pulling id3 tag data from the cdds service  the ripping process fails to populate the  year  field ,negative,software,software[-2],
to my ears  a 160 kbps wma file sounds just as good as the source cd  and the zen xtra sounds just as good as a portable cd player ,positive,sound,sound[+3],
the eax features are pretty cool  as well  as creative has included a number of eq adjustments that  for example  compensate for the extraneous noise encountered in a car or on a train ,positive,eax,eax[+2],
navigation could be better  but there is nt really anything the zen xtra can t do once you ve gotten comfortable with it ,negative,navigation,navigation[-1],
at the end of the day  what i wanted was a largecapacity player which allows me to easily play any album from my collection wherever i go  and the zen xtra s combination of price  capacity and features easily meets those criteria ,positive,player,player[+2],
i got this for christmas  and it is a great gift ,positive,this,this[+2],[p]
i have been ripping songs into it for the past few weeks  and the ease of use is wonderful ,positive,use,use[+2],
the memory will hold an amazing amount of songs  my entire collection of cd s will all fit on this great little tiny piece of digital fun ,positive,memory,memory[+2],
plusses are the easy to remove battery and the terrific sound produced by the nomad ,positive,"battery, sound","battery[+2], sound[+3]",
the only two things that stop me from giving it 5 stars are the hohum software that comes with the system  and the traveling case it comes with ,negative,"software, case","software[-2], case[-2]",
ripping the songs  even with my 11 usb connection is still very quick  and the quality is very good ,positive,"rip, quality","rip[+2], quality[+2]",
considering the price and specs  this might be the best buy out there for a large memory mp3 player ,positive,player,player[+2],
it s really a shame  because otherwise  creative mp3 players are very good  and have the best sound quality of any players on the market ,positive,quality,quality[+2],
after some consideration i chose the 40gb nomad zen xtra from creative  and i have not been disappointed ,positive,xtra,xtra[+2],
first  the battery is replacable by the user  because creative intended it to be  unlike apple with the ipod ,positive,battery,battery[+2],
it was easy enough to remove the front plate  and there was only one way the battery could be inserted ,positive,battery,battery[+2],
the new organizer software that ships with the nomad zen xtra could nt be easier to use ,positive,software,software[+3],
you can create playlists  drag  drop songs and playlists to your player  and rip directly from cd to your player ,positive,"playlist, rip","playlist[+1], rip[+1]",
and with usb 20  transferring music to your player is incredibly easy ,positive,transfer,transfer[+3],
the sound is great  and the volume is more than satisfactory for commutes and shutting out external noise ,positive,"sound, volume","sound[+2], volume[+2]",
i thought i d have to buy a set of headphones to use with it  but the included earbuds work quite well ,positive,earbud,earbud[+2],
they could be more comfortable  but no complaints in the sound department ,positive,earbud,earbud[+1],[p]
i ve played around with the equalizer settings and am satisfied at the range of choices i have there too ,positive,equalizer,equalizer[+2],
however  i do nt like to carry it on my belt because the clip is nt secure and the case can slip off ,negative,clip,clip[-1],
also  the carrying case that came with mine covers up the display  so even though the side controls are reachable  i have to open it up to see the display ,negative,case,case[-2],
this player is an overall disappointment with a couple of big flaws that potential buyers should be wary of  and all readers need to know about a third party software company that resolves virtually all of the creative mediasource file transfer issues ,negative,"player, software","player[-3], software[-2]",
1  i achieved my basic objective  my entire cd collection is on a portable device with lots of room to store more ,positive,storage,storage[+1],[u]
the zen has minimal stoppage between tracks  when listening to music that continues from one track to the next the gap is just a hesitation  a slightly audible click  if i am not listening for the progress from one track to the next i do nt even notice the click ,positive,stoppage,stoppage[+1],
1 creative mediasource software is ok to rip  catalog  burn music if you are starting from scratch  but i used musicmatch to rip my cds before i bought the zen  278 cds  3400 tracks  125 gb of music all ripped at 128bps  and guess what ,negative,software,software[-1],
mediasource did not recognize my tags ,negative,mediasource,mediasource[-2],
2  despite most reviewers giving kudos to the zen for music quality  i experienced a flaw using eax ,negative,eax,eax[-2],
creative are  the  sound people for computers  i can t understand why eax would introduce static ,negative,eax,eax[-2],
3  mediasource is an application with serious user interface flaws ,negative,mediasource,mediasource[-3],
4 the zen  stores  data files  but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk  they must be copied to another hard drive to be launched  ,negative,structure,structure[-2],
in other words  the zen is not a convenient data storage device  only buy the capacity you need for your music collection  see point 1 for some sizing information  ,negative,storage,storage[-2],
5  the zen does not have a stop button ,negative,button,button[-2],
but this is  not documented  in the zen manual  neither the hard copy nor the cd version ,negative,manual,manual[-2],
6  the zen nx battery requires the ac adapter to recharge  it does not charge by usb cable  this is not tragic  but usb recharging would be a convenient  additional  choice ,negative,recharge,recharge[-1],
7  mediasource did not install on my personal notebook ,negative,mediasource,mediasource[-2],
m3u files are used by most mp3 players like musicmatch and winamp  but not creative  without notmad you need to manually recreate your playlists   it does nt care what software you use to rip or catalog your music  creative or any other company  all my 125 gb of music were transferred to the zen with correct tags  hooray ,positive,notmad,notmad[+2],
given that i already have the zen the only reason i am happy with it is because of the notmad software ,positive,software,software[+2],
now that i own it  however  i can t imagine being without it ,positive,player,player[+3],[p]
i have stored around 60 cd s  at 160kbps  on this and have barely touched the available memory ,positive,memory,memory[+2],[u]
the sound quality is fantastic  cd quality  and it is really great to carry this around instead of stacks of cd s or tapes ,positive,quality,quality[+3],
it is exceedingly simple to navigate around in this device ,positive,navigation,navigation[+2],
i did nt read a thing about how to operate it  it was just intuitive ,positive,operate,operate[+2],[u]
the pcside software can be goofy and takes a little getting used to but it s not as bad as some reviewers have indicated ,negative,software,software[-1],
one other plus is that napster now supports this device via their software ,positive,napster,napster[+2],
they have a whole bunch of devices that all have the samesounding name  and they are long  ,negative,name,name[-2],
i just bought one and returned it as defective for good reason ,negative,player,player[-3],[p]
 the memory  40 gb  is staggering ,positive,storage,storage[+3],[u]
 i had no problem using musicmatch software already on my computer to load songs and albums onto this unit,positive,software,software[+2],
 screen was good  easy to read,positive,screen,screen[+2],
   sound quality was good but it was going to take some tweakings with settings to try to make it great ,positive,quality,quality[+2],
 the software that came with it was tough to load ,negative,software,software[-2],
 the top that covered the battery kept poping off without much of a touch near the bottom latch ,negative,top,top[-2],
the top did not fit well into the unit   felt defective ,negative,top,top[-2],
 the cover that came with it did nt fit very well,negative,cover,cover[-2],
 the flywheel you use for most of the navigation was nt in tightly and it was uneven as far as the amount of pressure to make it engage ,negative,flywheel,flywheel[-2],
 this did not feel like quality construction and i was nt sure how long it would last ,negative,construction,construction[-2],[p]
i decided to save the   and opted for the zen xtra  and i was not disappointed ,positive,xtra,xtra[+2],
the player is intuitive and outputs great sound quality ,positive,"player, quality","player[+2], quality[+2]",
navigation is easy and i found that syncing files from the player to the computer  and vice versa  was easy too ,positive,"navigation, sync","navigation[+2], sync[+2]",
many have complained about the software included but in my opinion it s easy to use and effective ,positive,software,software[+2],
i love this player and am extremely happy with my decision ,positive,player,player[+3],
the construction of the player is the cheesiest i have ever seen  the front panel refused to clip in correctly  leaving a noticeable gap between the panel and base of the player ,negative,construction,construction[-3],
i m not willing to accept shoddy construction on something i paid over 250 dollars for ,negative,construction,construction[-3],
the price  performance looked just right ,positive,price,price[+1],
i ve had this thing just over a month and the headphone jack has already come loose ,negative,jack,jack[-2],
i fully expect it to go bad again in the same or some other way in the next 6 months because  as other reviewers have pointed out  the construction is pretty flimsy ,negative,construction,construction[-3],
like other reviewers  installation was hell ,negative,installation,installation[-3],
about 10  of the time it can t find the device when i attach it to my pc ,negative,software,software[-2],[p]
after i had it a couple weeks  it got into a state where it could never find the device  no matter how often i rebooted my pc  reset the device  reloaded drivers  etc  etc creative s online support was no help at all ,negative,help,help[-2],
in fact  i d have to rate it among the worst i ve ever encountered ,negative,player,player[-3],[p]
to my amazement  even that process was errorprone ,negative,installation,installation[-3],[u]
it took several days of attempts before things finally  worked  again and i have nt a clue why ,negative,things,things[-3],[p]
i did buy the notmad software a week ago and found that a vast improvement ,positive,software,software[+2],
my gut tells me the nomad will in the long run be  at best  a 40gb portable hard drive  albeit one on which i can t create folders  or  at worst  a very expensive lesson in companies never to buy products from again  i have their audigy sound card and find it in many ways equally frustrating  ,negative,nomad,nomad[-3],
i will never buy a creative product again ,negative,product,product[-3],
i purchased a jukebox  it got fried while being recharged  they asked for  20usd just to look at it and said that they would charge me for repaing the damned thing ,negative,thing,thing[-2],
1  great sound   98db signaltonoise ratio beats ipod s  unspecified  ratio  and good power output allow the zen xtra to drive large headphones as well as external speakers ,positive,"sound, output","sound[+2], output[+2]",
with my sennheiser 497 headphones  the volume is loud enough at 12  max is 20  ,positive,volume,volume[+2],
the player works well with my sony srsa 202 powered speakers ,positive,player,player[+2],
2  the player user interface  ui  is intuitive to use  and allows easy navigation of a large or small collection ,positive,"interface, navigation","interface[+2], navigation[+2]",
3  the nomad explorer  winxp style interface  works well to transfer files back and forth to use the nomad as an external although the tech support website states that the primary intended purpose of the player is as a player ,positive,explorer,explorer[+2],
the nomad explorer provide most of the functionality offered by 3rd party programs like notmad ,positive,explorer,explorer[+2],
4  usb 20 means fast data transfers  1 song  sec  ,positive,0,0[+2],
5  the cheap  userreplaceable battery   50 from creative  is a great advantage over the ipod s battery which costs  100 to replace ,positive,battery,battery[+2],
6  excellent battery life  14 hours beats ipod s ,positive,life,life[+2],
7  chic look and good build  the player comes in a compact form with a metal face plate ,positive,"look, build","look[+2], build[+2]",
i use it primarily in the provided protective case although i have dropped it about 3 feet from my desk  by accident  as well as have played it outdoors in  30 fahrenheit weather  by design  and it has continued to work fine ,positive,player,player[+2],[p]
8  creative mediasource  although not as sleek looking as windows mediaplayer  is effective in organizing your collection and is linked to a good cddb service  gracenotes ,positive,mediasource,mediasource[+1],
i do nt always care for gracenotes  genre listings but it allows easy editing of id3 tags ,positive,tag,tag[+1],
b fast mediasource cd ripping  takes about 40 seconds for a cd on my pentium 4 pc  24 ghz with 1gb ram  with 52x drive ,positive,rip,rip[+2],
c i do love audio sync which allows a oneclick synchronization between the player and the music collection on the computer ,positive,sync,sync[+3],
9  wakeup feature that allows you to set up the player to wake up and play selected music at a specified time ,positive,up,up[+1],
10  multiple play modes  tracks in order of album  shuffle  etc  is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter ,positive,mode,mode[+2],
11  minimal pause between songs  less than that on other devices  good achievement for a harddrive based player,positive,pause,pause[+2],
12  big storage  my entire cd collection in one small device  5717 songs  491 albums and counting  ,positive,storage,storage[+2],
1  player is not plug and play  need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it ,negative,play,play[-1],
2  music organization is based on id3  by genre  artist  album  etc  and this can be a problem for older downloaded music files with missing or incorrect id3 information ,negative,id3,id3[-1],
3  folders cannot be created for the audio files ,negative,folder,folder[-2],
4  no fm or voice recording  these would have been nice extras ,negative,"fm, recording","fm[-1], recording[-1]",
5  lack of good accessories  this is more of an oversight of creative s marketing ,negative,accessory,accessory[-1],
6  the case occludes the display screen when it is closed ,negative,case,case[-2],
7  some people have problems with the flip switch on the bottom that releases the player cover  has not been an issue for me and is immaterial if you use the case as the case covers the switch ,positive,switch,switch[+1],
great sound  good interface  replaceable  powerful battery  good software  wakeup  sleep timers  multiple play modes,positive,"sound, interface, battery, software, up, mode","sound[+2], interface[+2], battery[+2], software[+2], up[+2], mode[+2]",
not plug  play  relies on id3  no fm or recording,negative,"play, id3, fm, recording","play[-2], id3[-2], fm[-1], recording[-1]",
can t beat carrying 500cd collection with me wherever i go ,positive,storage,storage[+3],[u]
also love waking up to music with attached speakers ,positive,up,up[+2],
so  i ve had it for a month  and the headphone jack went out ,negative,jack,jack[-2],
nothing but hassle with this company ,negative,creative,creative[-2],[p]
i felt better with this one since it had the shuffle feature and i m not too keen on wwwipodsdirtysecretcom,positive,shuffle,shuffle[+2],
replacement battery is  50 compared to ipod s  150 ,positive,battery,battery[+2],
the only thing i do nt like about this is the cover does suck ,negative,cover,cover[-3],
it s kinda heavy  kinda like having a walkman ,negative,weight,weight[-2],[u]
headphones suck  i would invest in some cool ones since it has the eax feature ,negative,headphone,headphone[-3],
the software sucks ,negative,software,software[-3],
also the feature to automatically put in the song information is nt always accurate ,negative,feature,feature[-2],
i ve had this thing for less than a month  treated it quite well  never dropped it  and the headphone jack is all screwed up ,negative,jack,jack[-2],
kind of bulky and the wheel is awkward  but i can deal with that ,negative,"size, weight, wheel","size[-2], weight[-2], wheel[-3]","[u], [u]"
software definitely sucks  hangs up my notebook about half the time  but i do nt mind buying notmad ,negative,software,software[-3],
i am annoyed that the player s not automatically recognized as a hard drive ,negative,player,player[-3],
i loved it until it broke  but less than a month is not an acceptible period of time for something to work ,negative,player,player[-3],
i loved this product when i first got it  great sound  easy to use  even though i agree that the software was nt the best  and held enough songs to suit any mood ,positive,"product, sound, use","product[+3], sound[+3], use[+2]",
i was willing to live with the larger size  inconvenient on the road  but the durability was a big zero ,negative,durability,durability[-3],
always carried it in a case in by briefcase but one day the hard drive just zapped ,negative,drive,drive[-3],
i am disappointed and looking elsewhere for something that can withstand the  rigor  of a business traveler ,negative,player,player[-2],[u]
the combination of the price  storage size  and player features makes this player the best on the market ,positive,player,player[+3],
fact is  it could nt be easier to use ,positive,software,software[+3],
sound quality on this is amazing  as with all creative products ,positive,quality,quality[+3],
even leaving it on the default setting  without the eax enhancements  produces crystal clear playback ,positive,sound,sound[+3],[u]
the menu allows you to search for files by artist  genre  and album quite easily ,positive,menu,menu[+2],
the battery stays charged for a long time  and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter ,positive,battery,battery[+2],
connect the player to your computer  via usb   open up mediasource  and you can listen to your stored mp3s as they stream directly from the xtra ,positive,player,player[+2],
usb 20 transfer is insanely fast ,positive,0,0[+3],
minor complaints  1  even though the music is sorted via id3 tag on the player  the option to search for music contained in a folder is unavailable ,negative,folder,folder[-2],
the zen xtra will transfer the files to the player  but not the folder name ,negative,folder,folder[-2],
2  having unfilled id3 tags will cause music to be potentially placed in a folder called  unknown  ,negative,tag,tag[-2],
3  with mediasource being so easy  i found no use for the bundled nomad explorer software ,negative,explorer,explorer[-1],
in fact  it caused my system to hang more times than not  so i uninstalled it and stuck with mediasource 100  ,negative,explorer,explorer[-1],
my first impression was positive ,positive,player,player[+2],[u]
first  the sound quality is okay  but  as at least one other reviewer has mentioned  the eax can cause audio interference after about 30 minutes ,negative,eax,eax[-2],
second  the menu system and controls are poorly designed ,negative,"menue, control","menue[-3], control[-3]",
the toggle button that is used to scroll is poorly designed and does not work well ,negative,scroll,scroll[-2],
the general button placement is not very user friendly ,negative,button,button[-2],
third  the poor design continues with the case ,negative,case,case[-3],
overall  a good buy for the price ,positive,price,price[+2],
easy enough to navigate through  although i d prefer a sturdier button besides the thumbwheel scroll  pushbutton ,positive,navigation,navigation[+2],
my biggest complaint is the battery life or lack there of ,negative,life,life[-3],
there is no way the battery supplied lasts 14 hours ,negative,battery,battery[-2],
i ve also had the nomad zen lockup several times ,negative,up,up[-2],
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case ,negative,construction,construction[-2],
at the very least  a sturdier more protective carrying case would be nice ,negative,case,case[-2],
pros  huge storage capacity for the price  easy to navigate  can modify existing playlists on the fly  has a removable battery,positive,"storage, navigation, playlist, battery","storage[+3], navigation[+2], playlist[+2], battery[+2]",
